Asset Name,Lat,Long,Business Category,Risk Factors,Year,Risk Rating
Wiley Ltd,54.17695,-111.83184,Technology,"{""Extreme cold"": 0.13999999999999999, ""Earthquake"": 0.06, ""Wildfire"": 0.2, ""Sea level rise"": 0.1, ""Extreme heat"": 0.05, ""Drought"": 0.16, ""Tornado"": 0.08, ""Flooding"": 0.03}","2,060",0.82
Pittman PLC,45.34432,-78.34262,Finance,"{""Earthquake"": 0.01, ""Sea level rise"": 0.22, ""Wildfire"": 0.29, ""Tornado"": 0.26}","2,070",0.78
"Bender, Warren and Sanchez",54.31655,-112.84639,Retail,"{""Extreme cold"": 0.14, ""Earthquake"": 0.22}","2,070",0.36
Ware PLC,45.69380,-73.72688,Retail,"{""Extreme cold"": 0.13999999999999999, ""Hurricane"": 0.21, ""Tornado"": 0.02, ""Drought"": 0.23, ""Extreme heat"": 0.09}","2,040",0.69
Anderson Group,46.41515,-72.40692,Retail,"{""Hurricane"": 0.1, ""Sea level rise"": 0.67}","2,070",0.77
Kemp-Anderson,46.29177,-73.44564,Finance,"{""Earthquake"": 0.01, ""Flooding"": 0.01, ""Hurricane"": 0.01, ""Wildfire"": 0.0, ""Extreme cold"": 0.01, ""Tornado"": 0.02, ""Volcano"": 0.0, ""Sea level rise"": 0.02, ""Extreme heat"": 0.01}","2,040",0.09
Smith-Woods,50.95004,-118.89414,Technology,"{""Extreme cold"": 0.16, ""Flooding"": 0.29, ""Tornado"": 0.08, ""Extreme heat"": 0.02, ""Hurricane"": 0.27}","2,030",0.82
Vega-Huffman,46.55528,-72.33631,Manufacturing,"{""Hurricane"": 0.03, ""Tornado"": 0.02, ""Earthquake"": 0.02, ""Volcano"": 0.06, ""Extreme cold"": 0.03, ""Wildfire"": 0.07, ""Flooding"": 0.05}","2,060",0.28
Johnson and Sons,54.71537,-112.88699,Retail,"{""Earthquake"": 0.31, ""Sea level rise"": 0.02, ""Tornado"": 0.15, ""Extreme heat"": 0.16, ""Extreme cold"": 0.31}","2,070",0.95
"Taylor, Mitchell and Ward",53.70741,-113.24000,Finance,"{""Extreme heat"": 0.12, ""Flooding"": 0.13, ""Volcano"": 0.15, ""Drought"": 0.12, ""Tornado"": 0.12, ""Earthquake"": 0.1}","2,050",0.74
"Bender, Warren and Sanchez",45.47865,-73.35906,Healthcare,"{""Wildfire"": 0.06999999999999999, ""Earthquake"": 0.09, ""Extreme heat"": 0.05, ""Flooding"": 0.09, ""Extreme cold"": 0.06, ""Tornado"": 0.09, ""Drought"": 0.05, ""Sea level rise"": 0.05, ""Volcano"": 0.08}","2,060",0.63
Wilkerson-Miranda,50.43901,-119.35569,Energy,"{""Volcano"": 0.01, ""Tornado"": 0.02, ""Hurricane"": 0.17}","2,060",0.20
"Higgins, Brown and Vaughn",44.10237,-78.29743,Technology,"{""Wildfire"": 0.03, ""Tornado"": 0.01, ""Hurricane"": 0.06}","2,050",0.10
"Watson, Evans and Smith",46.62604,-72.72473,Healthcare,"{""Earthquake"": 0.0, ""Drought"": 0.01, ""Tornado"": 0.0, ""Extreme heat"": 0.01}","2,060",0.02
Gray-Evans,47.50893,-59.18875,Technology,"{""Sea level rise"": 0.8, ""Tornado"": 0.11}","2,060",0.91
Campos and Sons,43.86604,-79.24520,Healthcare,"{""Volcano"": 0.060000000000000005, ""Flooding"": 0.13, ""Earthquake"": 0.05, ""Wildfire"": 0.1}","2,030",0.34
Stanton-Joyce,53.82131,-112.13202,Manufacturing,"{""Hurricane"": 0.18, ""Wildfire"": 0.2, ""Flooding"": 0.31, ""Earthquake"": 0.24}","2,030",0.93
"Thompson, Davis and Brown",46.27780,-72.37174,Manufacturing,"{""Extreme heat"": 0.0, ""Earthquake"": 0.01, ""Tornado"": 0.03}","2,070",0.04
Jimenez-Gallegos,46.54205,-73.23035,Manufacturing,"{""Extreme heat"": 0.13, ""Earthquake"": 0.03, ""Sea level rise"": 0.2, ""Volcano"": 0.0, ""Wildfire"": 0.07, ""Drought"": 0.01}","2,030",0.44
Torres-Sanchez,46.72231,-62.29355,Technology,"{""Extreme heat"": 0.019999999999999997, ""Tornado"": 0.17, ""Drought"": 0.17, ""Earthquake"": 0.08, ""Sea level rise"": 0.18, ""Flooding"": 0.18}","2,040",0.80
"Landry, Molina and Green",46.16092,-59.86421,Healthcare,"{""Earthquake"": 0.02, ""Sea level rise"": 0.02, ""Flooding"": 0.03, ""Volcano"": 0.02, ""Drought"": 0.0, ""Wildfire"": 0.03, ""Hurricane"": 0.03, ""Extreme heat"": 0.02, ""Extreme cold"": 0.0, ""Tornado"": 0.0}","2,070",0.17
"Mcpherson, Simmons and Simpson",43.92344,-78.50979,Finance,"{""Extreme heat"": 0.03, ""Drought"": 0.1, ""Volcano"": 0.13, ""Earthquake"": 0.1, ""Extreme cold"": 0.05, ""Wildfire"": 0.02, ""Hurricane"": 0.02}","2,040",0.45
"Washington, Rogers and Morrison",47.53789,-62.32537,Healthcare,"{""Extreme heat"": 0.03, ""Hurricane"": 0.18, ""Earthquake"": 0.05, ""Flooding"": 0.03, ""Wildfire"": 0.14}","2,060",0.43
"Hooper, Evans and Merritt",46.90758,-59.17317,Finance,"{""Volcano"": 0.17, ""Tornado"": 0.13, ""Sea level rise"": 0.15, ""Hurricane"": 0.2, ""Extreme cold"": 0.06}","2,070",0.71
Sullivan-Curtis,46.44498,-73.17123,Energy,"{""Drought"": 0.0, ""Wildfire"": 0.09, ""Earthquake"": 0.15, ""Flooding"": 0.13}","2,050",0.37
Foster-Flores,46.82115,-73.08665,Energy,"{""Hurricane"": 0.05, ""Drought"": 0.01, ""Sea level rise"": 0.19}","2,070",0.25
"Mcknight, Beasley and Stewart",45.50323,-72.35238,Technology,"{""Drought"": 0.8}","2,050",0.80
Reid-Sherman,47.09850,-62.40794,Technology,"{""Wildfire"": 0.07, ""Sea level rise"": 0.04, ""Extreme heat"": 0.12, ""Drought"": 0.13, ""Extreme cold"": 0.06}","2,050",0.42
Cook-Burns,50.92533,-119.14636,Healthcare,"{""Earthquake"": 0.01, ""Extreme cold"": 0.01, ""Wildfire"": 0.04, ""Flooding"": 0.06, ""Volcano"": 0.06, ""Tornado"": 0.07, ""Drought"": 0.08, ""Extreme heat"": 0.01, ""Hurricane"": 0.06}","2,030",0.40
"Mcpherson, Simmons and Simpson",43.25016,-79.91842,Healthcare,"{""Hurricane"": 0.25}","2,040",0.25
Sullivan-Curtis,46.67714,-72.71832,Technology,"{""Wildfire"": 0.21, ""Extreme heat"": 0.44}","2,060",0.65
Strickland-Daniels,46.65706,-59.90926,Technology,"{""Extreme heat"": 0.01, ""Earthquake"": 0.02, ""Sea level rise"": 0.03, ""Tornado"": 0.01, ""Hurricane"": 0.04, ""Wildfire"": 0.04, ""Drought"": 0.03}","2,030",0.18
"Hall, Meadows and Anderson",46.59212,-73.34967,Retail,"{""Hurricane"": 0.0, ""Sea level rise"": 0.01, ""Volcano"": 0.0, ""Tornado"": 0.01, ""Extreme cold"": 0.0, ""Flooding"": 0.0, ""Wildfire"": 0.01, ""Drought"": 0.0, ""Earthquake"": 0.0, ""Extreme heat"": 0.0}","2,070",0.03
Perez-Robertson,46.28067,-73.84402,Technology,"{""Earthquake"": 0.04, ""Volcano"": 0.02, ""Wildfire"": 0.03, ""Extreme cold"": 0.05, ""Flooding"": 0.02, ""Tornado"": 0.04, ""Hurricane"": 0.01, ""Drought"": 0.05}","2,070",0.26
"Wagner, Curry and Pearson",45.24407,-78.55601,Healthcare,"{""Tornado"": 0.03, ""Earthquake"": 0.01, ""Drought"": 0.05, ""Volcano"": 0.09, ""Hurricane"": 0.01, ""Flooding"": 0.05, ""Extreme heat"": 0.01, ""Sea level rise"": 0.11}","2,030",0.36
"Roberts, Burke and Williams",44.70962,-78.51978,Finance,"{""Sea level rise"": 0.08, ""Extreme cold"": 0.83}","2,030",0.91
Alvarez Inc,45.63415,-72.47236,Finance,"{""Extreme cold"": 0.33}","2,060",0.33
Williams Group,46.35300,-72.76099,Technology,"{""Tornado"": 0.29}","2,050",0.29
"Kelley, Barnes and Hutchinson",45.80845,-73.76311,Manufacturing,"{""Extreme cold"": 0.03, ""Sea level rise"": 0.25, ""Flooding"": 0.1, ""Extreme heat"": 0.27, ""Drought"": 0.23, ""Wildfire"": 0.01}","2,030",0.89
Wilkerson-Miranda,46.42541,-59.17663,Finance,"{""Extreme cold"": 0.85}","2,050",0.85
Rivera Inc,54.38577,-112.43105,Technology,"{""Drought"": 0.17, ""Sea level rise"": 0.07, ""Extreme heat"": 0.04, ""Earthquake"": 0.07, ""Extreme cold"": 0.18, ""Flooding"": 0.07}","2,060",0.60
Wiley Ltd,51.19643,-118.36892,Retail,"{""Hurricane"": 0.05, ""Sea level rise"": 0.2, ""Extreme cold"": 0.2, ""Drought"": 0.04, ""Earthquake"": 0.1, ""Volcano"": 0.18, ""Wildfire"": 0.17}","2,030",0.94
Miller-Norris,47.59501,-59.00471,Retail,"{""Flooding"": 0.060000000000000005, ""Tornado"": 0.17, ""Volcano"": 0.15, ""Drought"": 0.01, ""Sea level rise"": 0.01, ""Wildfire"": 0.12, ""Hurricane"": 0.09}","2,050",0.61
"Davis, Allen and Rivera",45.93500,-73.09748,Technology,"{""Drought"": 0.0, ""Earthquake"": 0.0, ""Wildfire"": 0.02, ""Flooding"": 0.01, ""Tornado"": 0.03, ""Sea level rise"": 0.02, ""Volcano"": 0.01, ""Extreme heat"": 0.01}","2,070",0.10
Sullivan-Curtis,46.74459,-59.78778,Retail,"{""Earthquake"": 0.03, ""Volcano"": 0.01, ""Extreme cold"": 0.0, ""Sea level rise"": 0.01, ""Flooding"": 0.01, ""Wildfire"": 0.01, ""Drought"": 0.02}","2,070",0.09
Guzman Ltd,47.47942,-62.19705,Finance,"{""Extreme heat"": 0.14, ""Wildfire"": 0.15}","2,040",0.29
"Thompson, Davis and Brown",46.20600,-73.57748,Technology,"{""Wildfire"": 0.09, ""Tornado"": 0.07, ""Sea level rise"": 0.02, ""Flooding"": 0.08, ""Hurricane"": 0.11, ""Drought"": 0.06, ""Volcano"": 0.03, ""Extreme heat"": 0.11, ""Extreme cold"": 0.01, ""Earthquake"": 0.08}","2,040",0.66
Wilkerson-Miranda,51.21898,-118.10918,Technology,"{""Extreme heat"": 0.0, ""Wildfire"": 0.04, ""Tornado"": 0.03, ""Drought"": 0.04, ""Earthquake"": 0.01, ""Extreme cold"": 0.04, ""Hurricane"": 0.06, ""Flooding"": 0.02}","2,050",0.24
Martin-Jenkins,51.21028,-119.06342,Retail,"{""Extreme heat"": 0.11, ""Earthquake"": 0.11, ""Hurricane"": 0.13, ""Extreme cold"": 0.08, ""Volcano"": 0.11, ""Drought"": 0.05, ""Flooding"": 0.12, ""Wildfire"": 0.01, ""Tornado"": 0.03}","2,070",0.75
Grant-Coffey,46.39043,-62.63668,Energy,"{""Hurricane"": 0.16, ""Volcano"": 0.55}","2,050",0.71
"Hall, Meadows and Anderson",45.81362,-73.56945,Retail,"{""Extreme cold"": 0.05, ""Extreme heat"": 0.04}","2,070",0.09
Perez-Robertson,50.27289,-118.67151,Retail,"{""Wildfire"": 0.07}","2,050",0.07
"Harrison, Meza and Rios",46.51458,-62.05793,Energy,"{""Drought"": 0.049999999999999996, ""Wildfire"": 0.04, ""Extreme cold"": 0.08, ""Tornado"": 0.05, ""Flooding"": 0.03, ""Hurricane"": 0.04}","2,060",0.29
"Kelley, Barnes and Hutchinson",47.54538,-62.33137,Retail,"{""Hurricane"": 0.0, ""Volcano"": 0.02, ""Extreme heat"": 0.0, ""Tornado"": 0.01, ""Extreme cold"": 0.01, ""Sea level rise"": 0.01, ""Flooding"": 0.01, ""Wildfire"": 0.01, ""Earthquake"": 0.0}","2,050",0.07
Good-Lewis,46.78391,-62.86279,Retail,"{""Volcano"": 0.019999999999999997, ""Earthquake"": 0.11, ""Wildfire"": 0.06, ""Extreme heat"": 0.13, ""Tornado"": 0.09, ""Flooding"": 0.05}","2,050",0.46
"Kelley, Barnes and Hutchinson",47.20391,-62.50755,Manufacturing,"{""Extreme heat"": 0.05, ""Extreme cold"": 0.12, ""Earthquake"": 0.07, ""Flooding"": 0.0, ""Wildfire"": 0.02, ""Sea level rise"": 0.07}","2,040",0.33
Foster-Flores,44.92929,-77.97937,Manufacturing,"{""Tornado"": 0.27, ""Extreme heat"": 0.3}","2,050",0.57
Stewart PLC,45.64409,-73.60870,Energy,"{""Volcano"": 0.0, ""Extreme cold"": 0.01, ""Drought"": 0.01, ""Hurricane"": 0.0, ""Sea level rise"": 0.01, ""Wildfire"": 0.02, ""Earthquake"": 0.01, ""Extreme heat"": 0.01}","2,030",0.07
"Mcknight, Beasley and Stewart",46.68556,-72.70968,Healthcare,"{""Earthquake"": 0.01, ""Sea level rise"": 0.08, ""Extreme heat"": 0.36, ""Wildfire"": 0.07, ""Extreme cold"": 0.02, ""Flooding"": 0.31}","2,050",0.85
"Hooper, Evans and Merritt",47.58423,-59.93097,Healthcare,"{""Drought"": 0.12, ""Tornado"": 0.1, ""Wildfire"": 0.08, ""Extreme heat"": 0.02, ""Earthquake"": 0.1, ""Sea level rise"": 0.07, ""Flooding"": 0.12, ""Extreme cold"": 0.01, ""Hurricane"": 0.1}","2,060",0.72
Jones Ltd,50.15446,-118.00821,Energy,"{""Wildfire"": 0.2, ""Extreme cold"": 0.28, ""Sea level rise"": 0.06}","2,060",0.54
Anderson Group,46.23697,-73.37996,Finance,"{""Volcano"": 0.0, ""Tornado"": 0.09, ""Earthquake"": 0.06, ""Wildfire"": 0.05, ""Drought"": 0.09, ""Flooding"": 0.01, ""Hurricane"": 0.03, ""Sea level rise"": 0.07, ""Extreme heat"": 0.08, ""Extreme cold"": 0.0}","2,050",0.48
Anderson Group,46.19024,-72.21826,Healthcare,"{""Extreme cold"": 0.03, ""Hurricane"": 0.06, ""Earthquake"": 0.06, ""Drought"": 0.01, ""Flooding"": 0.07, ""Sea level rise"": 0.07, ""Tornado"": 0.03, ""Extreme heat"": 0.02, ""Volcano"": 0.04, ""Wildfire"": 0.01}","2,030",0.40
"Higgins, Brown and Vaughn",46.95322,-62.89132,Finance,"{""Hurricane"": 0.02, ""Wildfire"": 0.18, ""Volcano"": 0.13}","2,030",0.33
"Clarke, Lutz and Farrell",46.78324,-62.25279,Retail,"{""Hurricane"": 0.26, ""Drought"": 0.15, ""Extreme cold"": 0.14}","2,040",0.55
"Washington, Rogers and Morrison",50.38505,-118.10924,Manufacturing,"{""Tornado"": 0.060000000000000005, ""Wildfire"": 0.03, ""Extreme cold"": 0.04, ""Volcano"": 0.03, ""Hurricane"": 0.02, ""Sea level rise"": 0.02}","2,060",0.20
Foster-Flores,54.43571,-112.41018,Manufacturing,"{""Drought"": 0.02, ""Flooding"": 0.1, ""Volcano"": 0.06, ""Tornado"": 0.1, ""Extreme cold"": 0.03, ""Hurricane"": 0.02, ""Sea level rise"": 0.05}","2,070",0.38
"Wagner, Curry and Pearson",46.89552,-73.30391,Technology,"{""Hurricane"": 0.1, ""Sea level rise"": 0.01, ""Drought"": 0.11}","2,060",0.22
"Washington, Rogers and Morrison",46.03763,-72.17798,Manufacturing,"{""Extreme cold"": 0.03, ""Sea level rise"": 0.09, ""Extreme heat"": 0.13, ""Flooding"": 0.12, ""Volcano"": 0.08, ""Drought"": 0.09, ""Hurricane"": 0.16}","2,050",0.70
"Washington, Rogers and Morrison",51.20551,-118.33190,Healthcare,"{""Earthquake"": 0.0, ""Volcano"": 0.01, ""Extreme cold"": 0.11, ""Hurricane"": 0.04, ""Drought"": 0.14, ""Flooding"": 0.13, ""Tornado"": 0.12, ""Sea level rise"": 0.06, ""Extreme heat"": 0.09, ""Wildfire"": 0.11}","2,030",0.81
"Washington, Rogers and Morrison",47.47480,-59.63995,Retail,"{""Drought"": 0.03, ""Earthquake"": 0.06, ""Extreme heat"": 0.1, ""Volcano"": 0.1}","2,060",0.29
"Thompson, Davis and Brown",45.74878,-72.78316,Energy,"{""Hurricane"": 0.06999999999999999, ""Earthquake"": 0.01, ""Extreme heat"": 0.04, ""Wildfire"": 0.05, ""Sea level rise"": 0.07, ""Flooding"": 0.05, ""Volcano"": 0.05, ""Tornado"": 0.0}","2,060",0.34
"Marks, Garrett and Cummings",47.12078,-59.45113,Healthcare,"{""Volcano"": 0.1, ""Flooding"": 0.08, ""Earthquake"": 0.03, ""Sea level rise"": 0.1, ""Tornado"": 0.05, ""Drought"": 0.07, ""Extreme heat"": 0.06, ""Extreme cold"": 0.1, ""Hurricane"": 0.07}","2,050",0.66
"Rodriguez, Roberts and Fuller",47.40717,-61.93727,Technology,"{""Tornado"": 0.16, ""Extreme heat"": 0.23, ""Extreme cold"": 0.24, ""Flooding"": 0.21}","2,070",0.84
"Fox, Daniel and Coleman",53.55755,-112.67909,Technology,"{""Flooding"": 0.09, ""Extreme cold"": 0.03, ""Earthquake"": 0.02, ""Tornado"": 0.07, ""Hurricane"": 0.06, ""Wildfire"": 0.11, ""Volcano"": 0.02, ""Extreme heat"": 0.08}","2,050",0.48
Waller Ltd,46.48225,-73.02659,Technology,"{""Wildfire"": 0.04, ""Earthquake"": 0.14, ""Drought"": 0.07, ""Extreme heat"": 0.02, ""Volcano"": 0.12}","2,060",0.39
Reid-Sherman,46.44133,-73.49699,Finance,"{""Tornado"": 0.06, ""Volcano"": 0.05}","2,030",0.11
Anderson Group,43.91535,-79.16688,Energy,"{""Extreme heat"": 0.11, ""Extreme cold"": 0.11, ""Tornado"": 0.14, ""Flooding"": 0.02, ""Wildfire"": 0.16, ""Hurricane"": 0.22, ""Sea level rise"": 0.08, ""Earthquake"": 0.05}","2,060",0.89
Flynn-Anderson,46.92377,-73.60553,Healthcare,"{""Sea level rise"": 0.03, ""Extreme cold"": 0.02, ""Flooding"": 0.04, ""Earthquake"": 0.02, ""Volcano"": 0.05, ""Wildfire"": 0.03, ""Tornado"": 0.06}","2,070",0.25
"Bender, Warren and Sanchez",46.65933,-72.70847,Energy,"{""Extreme heat"": 0.08, ""Volcano"": 0.03, ""Hurricane"": 0.09, ""Drought"": 0.04, ""Sea level rise"": 0.01, ""Flooding"": 0.07, ""Tornado"": 0.05, ""Earthquake"": 0.06, ""Wildfire"": 0.04}","2,030",0.47
Johnson and Sons,46.53855,-59.48300,Finance,"{""Earthquake"": 0.36, ""Tornado"": 0.48, ""Wildfire"": 0.1}","2,030",0.94
Norton-Spencer,50.64310,-118.08035,Finance,"{""Tornado"": 0.08, ""Wildfire"": 0.13, ""Extreme cold"": 0.11, ""Drought"": 0.12, ""Volcano"": 0.09, ""Flooding"": 0.03, ""Earthquake"": 0.07}","2,050",0.63
Vega-Huffman,47.41693,-61.93050,Finance,"{""Drought"": 0.05}","2,030",0.05
"Watson, Evans and Smith",46.81297,-73.30399,Technology,"{""Flooding"": 0.03, ""Volcano"": 0.0, ""Sea level rise"": 0.01, ""Extreme cold"": 0.01, ""Wildfire"": 0.01, ""Tornado"": 0.01, ""Extreme heat"": 0.0, ""Drought"": 0.01, ""Hurricane"": 0.01, ""Earthquake"": 0.01}","2,070",0.10
Flynn-Anderson,45.59794,-73.73030,Healthcare,"{""Extreme cold"": 0.02, ""Drought"": 0.01, ""Wildfire"": 0.0, ""Earthquake"": 0.0, ""Extreme heat"": 0.0, ""Volcano"": 0.0, ""Flooding"": 0.0, ""Sea level rise"": 0.0, ""Tornado"": 0.0}","2,050",0.03
Park and Sons,46.47439,-72.69353,Retail,"{""Wildfire"": 0.99}","2,060",0.99
Wiley Ltd,46.18845,-73.23069,Healthcare,"{""Wildfire"": 0.81, ""Extreme cold"": 0.15}","2,070",0.96
"Kelley, Barnes and Hutchinson",45.71688,-73.57118,Retail,"{""Flooding"": 0.09999999999999999, ""Drought"": 0.0, ""Wildfire"": 0.05, ""Tornado"": 0.09, ""Sea level rise"": 0.05, ""Earthquake"": 0.11, ""Hurricane"": 0.11, ""Extreme cold"": 0.08, ""Volcano"": 0.07, ""Extreme heat"": 0.11}","2,030",0.77
Reid-Sherman,46.47209,-62.94528,Finance,"{""Drought"": 0.04, ""Tornado"": 0.18, ""Sea level rise"": 0.24, ""Wildfire"": 0.2, ""Extreme heat"": 0.23, ""Volcano"": 0.07}","2,070",0.96
Banks-Carlson,43.67999,-79.98164,Retail,"{""Hurricane"": 0.44, ""Sea level rise"": 0.17}","2,050",0.61
"Thompson, Davis and Brown",45.50410,-73.70389,Technology,"{""Wildfire"": 0.01, ""Flooding"": 0.12, ""Sea level rise"": 0.23, ""Drought"": 0.35, ""Hurricane"": 0.03, ""Extreme heat"": 0.13, ""Volcano"": 0.1}","2,060",0.97
Smith-Woods,51.10683,-118.84792,Manufacturing,"{""Sea level rise"": 0.18000000000000002, ""Flooding"": 0.0, ""Earthquake"": 0.26}","2,050",0.44
Good-Lewis,45.76519,-73.61108,Finance,"{""Wildfire"": 0.0, ""Tornado"": 0.0, ""Drought"": 0.0, ""Extreme heat"": 0.01, ""Hurricane"": 0.0, ""Flooding"": 0.01, ""Sea level rise"": 0.01}","2,070",0.03
Alvarez Inc,46.27595,-72.91732,Retail,"{""Drought"": 0.03, ""Sea level rise"": 0.01, ""Wildfire"": 0.03, ""Earthquake"": 0.03, ""Flooding"": 0.03, ""Extreme cold"": 0.02, ""Volcano"": 0.01, ""Tornado"": 0.03, ""Hurricane"": 0.01, ""Extreme heat"": 0.01}","2,030",0.21
Sullivan-Curtis,46.57604,-62.77563,Healthcare,"{""Volcano"": 0.24, ""Tornado"": 0.23, ""Earthquake"": 0.05, ""Extreme heat"": 0.02, ""Drought"": 0.17, ""Flooding"": 0.17, ""Sea level rise"": 0.05}","2,060",0.93
"Bender, Warren and Sanchez",54.73410,-112.05120,Energy,"{""Hurricane"": 0.47}","2,070",0.47
Duke Ltd,46.68416,-61.66789,Finance,"{""Tornado"": 0.22, ""Sea level rise"": 0.19, ""Extreme heat"": 0.08}","2,040",0.49
Kemp-Anderson,46.56562,-72.98081,Manufacturing,"{""Earthquake"": 0.049999999999999996, ""Sea level rise"": 0.01, ""Tornado"": 0.07, ""Extreme cold"": 0.07, ""Volcano"": 0.03, ""Drought"": 0.1, ""Extreme heat"": 0.12}","2,050",0.45
"Mejia, Roberts and Gay",46.10176,-73.67563,Retail,"{""Extreme cold"": 0.21, ""Volcano"": 0.16, ""Drought"": 0.06, ""Sea level rise"": 0.06, ""Wildfire"": 0.16, ""Extreme heat"": 0.03, ""Flooding"": 0.15}","2,030",0.83
Patel-Brooks,45.47791,-73.04646,Healthcare,"{""Flooding"": 0.01, ""Sea level rise"": 0.01, ""Volcano"": 0.01, ""Wildfire"": 0.0, ""Extreme heat"": 0.0, ""Earthquake"": 0.0, ""Extreme cold"": 0.0}","2,070",0.03
Stanton-Joyce,45.94308,-72.85912,Retail,"{""Extreme heat"": 0.17, ""Extreme cold"": 0.09, ""Drought"": 0.04, ""Tornado"": 0.15, ""Volcano"": 0.15, ""Flooding"": 0.01}","2,050",0.61
"Clarke, Lutz and Farrell",54.39292,-112.03868,Technology,"{""Wildfire"": 0.14, ""Drought"": 0.04, ""Extreme heat"": 0.01, ""Tornado"": 0.15, ""Extreme cold"": 0.22}","2,070",0.56
Anderson Group,54.92929,-112.81792,Energy,"{""Flooding"": 0.12, ""Drought"": 0.03, ""Extreme heat"": 0.02, ""Tornado"": 0.11, ""Extreme cold"": 0.1}","2,050",0.38
Perez-Robertson,47.33541,-59.71198,Retail,"{""Flooding"": 0.06, ""Earthquake"": 0.68}","2,030",0.74
Duke Ltd,44.27550,-77.86874,Manufacturing,"{""Tornado"": 0.04, ""Extreme heat"": 0.36}","2,070",0.40
Reid-Sherman,53.65167,-112.62247,Retail,"{""Drought"": 0.049999999999999996, ""Flooding"": 0.0, ""Tornado"": 0.03, ""Volcano"": 0.04, ""Extreme heat"": 0.05, ""Extreme cold"": 0.05, ""Wildfire"": 0.01, ""Hurricane"": 0.01, ""Sea level rise"": 0.01}","2,070",0.25
"Taylor, Mitchell and Ward",46.86790,-72.89378,Finance,"{""Earthquake"": 0.02, ""Extreme heat"": 0.01, ""Tornado"": 0.06, ""Sea level rise"": 0.08, ""Hurricane"": 0.12, ""Flooding"": 0.12, ""Extreme cold"": 0.03, ""Wildfire"": 0.0, ""Volcano"": 0.05, ""Drought"": 0.06}","2,070",0.55
Grant-Coffey,51.20319,-119.14203,Technology,"{""Volcano"": 0.53, ""Extreme heat"": 0.13}","2,040",0.66
"Walker, Hogan and Mendez",46.92185,-73.83663,Finance,"{""Flooding"": 0.99}","2,050",0.99
Reid PLC,50.54792,-117.81916,Technology,"{""Earthquake"": 0.04, ""Hurricane"": 0.01, ""Flooding"": 0.01, ""Wildfire"": 0.02, ""Extreme heat"": 0.02, ""Extreme cold"": 0.04, ""Sea level rise"": 0.01, ""Drought"": 0.02, ""Volcano"": 0.03, ""Tornado"": 0.02}","2,040",0.22
Acevedo-Kennedy,50.50163,-119.03656,Manufacturing,"{""Flooding"": 0.84}","2,070",0.84
"Fox, Daniel and Coleman",46.34855,-58.88760,Technology,"{""Sea level rise"": 0.04, ""Extreme cold"": 0.25, ""Hurricane"": 0.06, ""Extreme heat"": 0.21}","2,050",0.56
Vega-Huffman,47.24689,-62.66588,Healthcare,"{""Volcano"": 0.03, ""Extreme cold"": 0.07, ""Hurricane"": 0.09, ""Tornado"": 0.18, ""Flooding"": 0.05, ""Wildfire"": 0.18, ""Earthquake"": 0.01, ""Sea level rise"": 0.02}","2,070",0.63
"Thompson, Davis and Brown",54.48075,-112.66945,Healthcare,"{""Volcano"": 0.21, ""Earthquake"": 0.29, ""Extreme heat"": 0.04, ""Tornado"": 0.29}","2,040",0.83
Jimenez-Gallegos,50.59341,-119.39982,Manufacturing,"{""Sea level rise"": 0.22999999999999998, ""Tornado"": 0.06, ""Wildfire"": 0.0, ""Extreme heat"": 0.03, ""Volcano"": 0.05, ""Hurricane"": 0.07, ""Flooding"": 0.04, ""Extreme cold"": 0.21}","2,040",0.69
Pittman PLC,51.03192,-118.02876,Retail,"{""Sea level rise"": 0.03, ""Tornado"": 0.05, ""Drought"": 0.11, ""Volcano"": 0.03, ""Extreme cold"": 0.0, ""Wildfire"": 0.1, ""Hurricane"": 0.11, ""Flooding"": 0.04}","2,040",0.47
Banks-Carlson,45.73504,-73.33737,Retail,"{""Drought"": 0.99}","2,050",0.99
Jimenez-Gallegos,44.20339,-79.54445,Finance,"{""Flooding"": 0.29, ""Earthquake"": 0.18, ""Drought"": 0.07}","2,070",0.54
Thomas-Chavez,43.57766,-79.61026,Finance,"{""Flooding"": 0.1, ""Extreme cold"": 0.13, ""Extreme heat"": 0.12, ""Earthquake"": 0.09, ""Volcano"": 0.05}","2,070",0.49
Johnson and Sons,46.01492,-73.46318,Manufacturing,"{""Wildfire"": 0.06, ""Hurricane"": 0.03, ""Extreme cold"": 0.09, ""Sea level rise"": 0.08, ""Extreme heat"": 0.07, ""Flooding"": 0.08, ""Tornado"": 0.08, ""Earthquake"": 0.06, ""Drought"": 0.02}","2,070",0.57
Anderson Group,44.76004,-77.91318,Finance,"{""Flooding"": 0.01, ""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Hurricane"": 0.0, ""Wildfire"": 0.0}","2,040",0.01
Miller-Norris,46.30236,-72.44162,Healthcare,"{""Earthquake"": 0.04, ""Sea level rise"": 0.04, ""Volcano"": 0.14}","2,030",0.22
Thomas-Chavez,50.81504,-119.21935,Finance,"{""Extreme heat"": 0.13, ""Drought"": 0.18, ""Earthquake"": 0.27}","2,040",0.58
"Bender, Warren and Sanchez",46.07935,-73.52882,Finance,"{""Tornado"": 0.01, ""Earthquake"": 0.01, ""Hurricane"": 0.04, ""Wildfire"": 0.0}","2,050",0.06
